Start Station,End Station,Probability
Montgomery St,Sip Ave,0.003460208
Montgomery St,South Waterfront Walkway - Sinatra Dr & 1 St,0.001730104
Montgomery St,Union St,0.003460208
Montgomery St,Van Vorst Park,0.058823529
Montgomery St,Warren St,0.039792388
Montgomery St,Washington St,0.027681661
Montgomery St,Willow Ave & 12 St,0.001730104
Morris Canal,11 St & Washington St,0.001949318
Morris Canal,14 St Ferry - 14 St & Shipyard Ln,0.003898635
Morris Canal,4 St & Grand St,0.000974659
Morris Canal,8 St & Washington St,0.002923977
Morris Canal,Adams St & 2 St,0.000974659
Morris Canal,Baldwin at Montgomery,0.007797271
Morris Canal,Bergen Ave,0.000974659
Morris Canal,Bloomfield St & 15 St,0.003898635
Morris Canal,Brunswick & 6th,0.002923977
Morris Canal,Brunswick St,0.010721248
Morris Canal,Christ Hospital,0.000974659
Morris Canal,Church Sq Park - 5 St & Park Ave,0.001949318
Morris Canal,City Hall,0.028265107
Morris Canal,City Hall - Washington St & 1 St,0.003898635
Morris Canal,Clinton St & 7 St,0.001949318
Morris Canal,Clinton St & Newark St,0.001949318
Morris Canal,Columbus Dr at Exchange Pl,0.150097466
Morris Canal,Columbus Drive,0.040935673
Morris Canal,Communipaw & Berry Lane,0.002923977
Morris Canal,Dixon Mills,0.00877193
Morris Canal,Essex Light Rail,0.022417154
Morris Canal,Fairmount Ave,0.001949318
Morris Canal,Fulton St & Broadway,0.000974659
Morris Canal,Glenwood Ave,0.000974659
Morris Canal,Grand St,0.03411306
Morris Canal,Grove St PATH,0.063352827
Morris Canal,Hamilton Park,0.009746589
Morris Canal,Harborside,0.058479532
Morris Canal,Heights Elevator,0.000974659
Morris Canal,Hilltop,0.000974659
Morris Canal,Hoboken Ave at Monmouth St,0.004873294
Morris Canal,Hoboken Terminal - Hudson St & Hudson Pl,0.001949318
Morris Canal,Hoboken Terminal - River St & Hudson Pl,0.002923977
Morris Canal,Hudson St & 4 St,0.001949318
Morris Canal,JC Medical Center,0.019493177
Morris Canal,Jersey & 3rd,0.006822612
Morris Canal,Jersey & 6th St,0.001949318
Morris Canal,Journal Square,0.005847953
Morris Canal,Lafayette Park,0.002923977
Morris Canal,Liberty Light Rail,0.015594542
Morris Canal,Madison St & 1 St,0.000974659
Morris Canal,Manila & 1st,0.010721248
Morris Canal,Marin Light Rail,0.035087719
Morris Canal,McGinley Square,0.004873294
Morris Canal,Monmouth and 6th,0.001949318
Morris Canal,Montgomery St,0.013645224
Morris Canal,Morris Canal,0.124756335
Morris Canal,Newark Ave,0.012670565
Morris Canal,Newport PATH,0.03411306
Morris Canal,Newport Pkwy,0.026315789
Morris Canal,Oakland Ave,0.000974659
Morris Canal,Park Pl & Church St,0.001949318
Morris Canal,Paulus Hook,0.09454191
Morris Canal,Pershing Field,0.007797271
Morris Canal,Sip Ave,0.000974659
Morris Canal,South Waterfront Walkway - Sinatra Dr & 1 St,0.006822612
Morris Canal,Southwest Park - Jackson St & Observer Hwy,0.001949318
Morris Canal,Stevens - River Ter & 6 St,0.002923977
Morris Canal,Van Vorst Park,0.020467836
Morris Canal,Vesey Pl & River Terrace,0.000974659
Morris Canal,Vesey St & Church St,0.004873294
Morris Canal,Warren St,0.022417154
Morris Canal,Washington St,0.029239766
Morris Canal,Watts St & Greenwich St,0.000974659
Morris Canal,Willow Ave & 12 St,0.000974659
Newark Ave,11 St & Washington St,0.00407332
Newark Ave,12 St & Sinatra Dr N,0.003394433
Newark Ave,14 St Ferry - 14 St & Shipyard Ln,0.000678887
Newark Ave,5 Corners Library,0.00610998
Newark Ave,6 St & Grand St,0.001357773
Newark Ave,8 St & Washington St,0.003394433
Newark Ave,9 St HBLR - Jackson St & 8 St,0.001357773
Newark Ave,Adams St & 11 St,0.000678887
Newark Ave,Adams St & 2 St,0.00203666
Newark Ave,Astor Place,0.001357773
Newark Ave,Baldwin at Montgomery,0.015614392
Newark Ave,Bergen Ave,0.00610998
Newark Ave,Bergen Ave & Stegman St,0.000678887
Newark Ave,Brunswick & 6th,0.033944331
Newark Ave,Brunswick St,0.034623218
Newark Ave,Christ Hospital,0.020366599
Newark Ave,City Hall,0.013577733
Newark Ave,City Hall - Washington St & 1 St,0.00814664
Newark Ave,Clinton St & 7 St,0.001357773
Newark Ave,Clinton St & Newark St,0.002715547
Newark Ave,Columbus Dr at Exchange Pl,0.024439919
Newark Ave,Columbus Drive,0.014256619
Newark Ave,Columbus Park - Clinton St & 9 St,0.00203666
Newark Ave,Communipaw & Berry Lane,0.009504413
Newark Ave,Dey St,0.00203666
Newark Ave,Dixon Mills,0.026476578
Newark Ave,Essex Light Rail,0.010862186
Newark Ave,Fairmount Ave,0.00407332
Newark Ave,Glenwood Ave,0.00203666
Newark Ave,Grand St,0.024439919
Newark Ave,Grand St & 14 St,0.002715547
Newark Ave,Grant Ave & MLK Dr,0.001357773
Newark Ave,Grove St PATH,0.029192125
Newark Ave,Hamilton Park,0.05023761
Newark Ave,Harborside,0.021045485
Newark Ave,Heights Elevator,0.002715547
Newark Ave,Hilltop,0.023082145
Newark Ave,Hoboken Ave at Monmouth St,0.027155465
Newark Ave,Hoboken Terminal - Hudson St & Hudson Pl,0.005431093
Newark Ave,Hoboken Terminal - River St & Hudson Pl,0.00203666
Newark Ave,Hudson St & 4 St,0.001357773
Newark Ave,JC Medical Center,0.018329939
Newark Ave,Jackson Square,0.000678887
Newark Ave,Jersey & 3rd,0.016972166
Newark Ave,Jersey & 6th St,0.024439919
Newark Ave,Journal Square,0.00203666
Newark Ave,Lafayette Park,0.019008826
Newark Ave,Leonard Gordon Park,0.011541073
Newark Ave,Liberty Light Rail,0.053632043
Newark Ave,Lincoln Park,0.00610998
Newark Ave,Madison St & 1 St,0.005431093
Newark Ave,Madison St & 10 St,0.004752206
Newark Ave,Mama Johnson Field - 4 St & Jackson St,0.005431093
Newark Ave,Manila & 1st,0.012898846
Newark Ave,Marin Light Rail,0.033265445
Newark Ave,Marshall St & 2 St,0.001357773
Newark Ave,McGinley Square,0.012219959
Newark Ave,Monmouth and 6th,0.029871012
Newark Ave,Montgomery St,0.006788866
Newark Ave,Morris Canal,0.015614392
Newark Ave,Newark Ave,0.061778683
Newark Ave,Newport PATH,0.027155465
Newark Ave,Newport Pkwy,0.029871012
Newark Ave,Oakland Ave,0.011541073
Newark Ave,Paulus Hook,0.010183299
Newark Ave,Pershing Field,0.010183299
Newark Ave,Pier 40 - Hudson River Park,0.001357773
Newark Ave,Riverview Park,0.014256619
Newark Ave,Sip Ave,0.006788866
Newark Ave,South Waterfront Walkway - Sinatra Dr & 1 St,0.010862186
Newark Ave,Southwest Park - Jackson St & Observer Hwy,0.003394433
Newark Ave,Stevens - River Ter & 6 St,0.00203666
Newark Ave,Union St,0.00407332
Newark Ave,Van Vorst Park,0.033944331
Newark Ave,Warren St,0.023082145
Newark Ave,Washington St,0.012898846
Newark Ave,Willow Ave & 12 St,0.00814664
Newport PATH,11 St & Washington St,0.006862371
Newport PATH,12 St & Sinatra Dr N,0.011437286
Newport PATH,14 St Ferry - 14 St & Shipyard Ln,0.0080061
Newport PATH,4 St & Grand St,0.006481128
Newport PATH,5 Corners Library,0.001906214
Newport PATH,6 St & Grand St,0.004193671
Newport PATH,7 St & Monroe St,0.005718643
Newport PATH,8 St & Washington St,0.007624857
Newport PATH,9 St HBLR - Jackson St & 8 St,0.007243614
Newport PATH,Adams St & 11 St,0.001143729
Newport PATH,Adams St & 2 St,0.0053374
Newport PATH,Amsterdam Ave & W 79 St,0.000381243
Newport PATH,Astor Place,0.000762486
Newport PATH,Baldwin at Montgomery,0.003812429
Newport PATH,Bergen Ave,0.001906214
Newport PATH,Bergen Ave & Stegman St,0.000762486
Newport PATH,Bloomfield St & 15 St,0.003812429
Newport PATH,Brunswick & 6th,0.013724743
Newport PATH,Brunswick St,0.011056043
Newport PATH,Christ Hospital,0.0053374
Newport PATH,Church Sq Park - 5 St & Park Ave,0.008768586
Newport PATH,City Hall,0.010293557
Newport PATH,City Hall - Washington St & 1 St,0.009531071
Newport PATH,Cleveland Pl & Spring St,0.000381243
Newport PATH,Clinton St & 7 St,0.002287457
Newport PATH,Clinton St & Newark St,0.015249714
Newport PATH,Columbus Dr at Exchange Pl,0.024780785
Newport PATH,Columbus Drive,0.035836828
Newport PATH,Columbus Park - Clinton St & 9 St,0.002287457
Newport PATH,Communipaw & Berry Lane,0.000762486
Newport PATH,Dey St,0.000762486
Newport PATH,Dixon Mills,0.002287457
Newport PATH,E 47 St & Park Ave,0.000381243
Newport PATH,Essex Light Rail,0.013724743
Newport PATH,Fairmount Ave,0.000381243
Newport PATH,Grand St,0.040792985
Newport PATH,Grand St & 14 St,0.008387343
Newport PATH,Grove St PATH,0.031261914
Newport PATH,Hamilton Park,0.079298513
Newport PATH,Harborside,0.080060999
Newport PATH,Heights Elevator,0.005718643
Newport PATH,Hilltop,0.004574914
Newport PATH,Hoboken Ave at Monmouth St,0.039649257
Newport PATH,Hoboken Terminal - Hudson St & Hudson Pl,0.0080061
Newport PATH,Hoboken Terminal - River St & Hudson Pl,0.012199771
Newport PATH,Hudson St & 4 St,0.011437286
Newport PATH,JC Medical Center,0.004574914
Newport PATH,Jackson Square,0.001524971
Newport PATH,Jersey & 3rd,0.013724743
Newport PATH,Jersey & 6th St,0.011818528
Newport PATH,Journal Square,0.001143729
Newport PATH,Kosciuszko St & Tompkins Ave,0.000381243
Newport PATH,Lafayette Park,0.003431186
Newport PATH,Leonard Gordon Park,0.003049943
Newport PATH,Liberty Light Rail,0.011056043
Newport PATH,Lincoln Park,0.003431186
Newport PATH,Madison St & 1 St,0.008768586
Newport PATH,Madison St & 10 St,0.000762486
Newport PATH,Mama Johnson Field - 4 St & Jackson St,0.003812429
Newport PATH,Manila & 1st,0.012962257
Newport PATH,Marin Light Rail,0.028593214
Newport PATH,Marshall St & 2 St,0.003812429
Newport PATH,McGinley Square,0.001143729
Newport PATH,Monmouth and 6th,0.0106748
Newport PATH,Montgomery St,0.006481128
Newport PATH,Morris Canal,0.014105986
Newport PATH,Newark Ave,0.015630957
Newport PATH,Newport PATH,0.067479985
Newport PATH,Newport Pkwy,0.067861228
Newport PATH,Oakland Ave,0.001524971
Newport PATH,Paulus Hook,0.0160122
Newport PATH,Pershing Field,0.001906214
Newport PATH,Riverview Park,0.001906214
Newport PATH,Sip Ave,0.001906214
Newport PATH,South Waterfront Walkway - Sinatra Dr & 1 St,0.024399543
Newport PATH,Southwest Park - Jackson St & Observer Hwy,0.007243614
Newport PATH,Stevens - River Ter & 6 St,0.002287457
Newport PATH,Union St,0.000762486
Newport PATH,Van Vorst Park,0.012199771
Newport PATH,Warren St,0.036599314
Newport PATH,Washington St,0.038886771
Newport PATH,Willow Ave & 12 St,0.001524971
Newport Pkwy,11 St & Washington St,0.005747126
Newport Pkwy,12 St & Sinatra Dr N,0.019037356
Newport Pkwy,14 St Ferry - 14 St & Shipyard Ln,0.011135057
Newport Pkwy,4 St & Grand St,0.002514368
Newport Pkwy,5 Corners Library,0.003591954
Newport Pkwy,6 St & Grand St,0.001436782
Newport Pkwy,7 St & Monroe St,0.001077586
Newport Pkwy,8 St & Washington St,0.008261494
Newport Pkwy,9 St HBLR - Jackson St & 8 St,0.003232759
Newport Pkwy,Adams St & 11 St,0.001436782
Newport Pkwy,Adams St & 2 St,0.006106322
Newport Pkwy,Baldwin at Montgomery,0.003232759
Newport Pkwy,Bergen Ave,0.000718391
Newport Pkwy,Bergen Ave & Stegman St,0.000359195
Newport Pkwy,Bloomfield St & 15 St,0.005387931
Newport Pkwy,Brunswick & 6th,0.013649425
Newport Pkwy,Brunswick St,0.003232759
Newport Pkwy,Christ Hospital,0.002155172
Newport Pkwy,Church Sq Park - 5 St & Park Ave,0.006465517
Newport Pkwy,City Hall,0.012212644
Newport Pkwy,City Hall - Washington St & 1 St,0.021192529
Newport Pkwy,Clinton St & 7 St,0.002873563
Newport Pkwy,Clinton St & Newark St,0.007183908
Newport Pkwy,Columbus Dr at Exchange Pl,0.030172414
Newport Pkwy,Columbus Drive,0.02658046
Newport Pkwy,Columbus Park - Clinton St & 9 St,0.006106322
Newport Pkwy,Communipaw & Berry Lane,0.000718391
Newport Pkwy,Dey St,0.000359195
Newport Pkwy,Dixon Mills,0.003951149
Newport Pkwy,Essex Light Rail,0.008979885
Newport Pkwy,Fairmount Ave,0.002514368
Newport Pkwy,Glenwood Ave,0.001795977
Newport Pkwy,Grand St,0.02262931
Newport Pkwy,Grand St & 14 St,0.010057471
Newport Pkwy,Grove St PATH,0.030172414
Newport Pkwy,Hamilton Park,0.021192529
Newport Pkwy,Harborside,0.037715517
Newport Pkwy,Heights Elevator,0.002155172
Newport Pkwy,Hilltop,0.005387931
Newport Pkwy,Hoboken Ave at Monmouth St,0.029454023
Newport Pkwy,Hoboken Terminal - Hudson St & Hudson Pl,0.015804598
Newport Pkwy,Hoboken Terminal - River St & Hudson Pl,0.028017241
Newport Pkwy,Hudson St & 4 St,0.017241379
Newport Pkwy,JC Medical Center,0.006465517
Newport Pkwy,Jersey & 3rd,0.005747126
Newport Pkwy,Jersey & 6th St,0.005747126
Newport Pkwy,Journal Square,0.005387931
Newport Pkwy,Lafayette Park,0.001795977
Newport Pkwy,Leonard Gordon Park,0.00466954
Newport Pkwy,Liberty Light Rail,0.008261494
Newport Pkwy,Lincoln Park,0.001077586
Newport Pkwy,Madison St & 1 St,0.005387931
Newport Pkwy,Madison St & 10 St,0.001077586
Newport Pkwy,Mama Johnson Field - 4 St & Jackson St,0.002514368
Newport Pkwy,Manila & 1st,0.016882184
Newport Pkwy,Marin Light Rail,0.02262931
Newport Pkwy,Marshall St & 2 St,0.005747126
Newport Pkwy,McGinley Square,0.000718391
Newport Pkwy,Monmouth and 6th,0.004310345
Newport Pkwy,Montgomery St,0.00466954
Newport Pkwy,Morris Canal,0.012571839
Newport Pkwy,Newark Ave,0.012212644
Newport Pkwy,Newport PATH,0.070402299
Newport Pkwy,Newport Pkwy,0.181034483
Newport Pkwy,Oakland Ave,0.001436782
Newport Pkwy,Paulus Hook,0.016882184
Newport Pkwy,Pershing Field,0.002514368
Newport Pkwy,Riverview Park,0.001436782
Newport Pkwy,Sip Ave,0.000718391
Newport Pkwy,South Waterfront Walkway - Sinatra Dr & 1 St,0.057471264
Newport Pkwy,Southwest Park - Jackson St & Observer Hwy,0.005028736
Newport Pkwy,Stevens - River Ter & 6 St,0.00466954
Newport Pkwy,Union St,0.001077586
Newport Pkwy,Van Vorst Park,0.007543103
Newport Pkwy,Warren St,0.036997126
Newport Pkwy,Washington St,0.038433908
Newport Pkwy,Willow Ave & 12 St,0.003232759
Oakland Ave,11 St & Washington St,0.00149925
Oakland Ave,12 St & Sinatra Dr N,0.007496252
Oakland Ave,14 St Ferry - 14 St & Shipyard Ln,0.004497751
Oakland Ave,4 St & Grand St,0.00149925
Oakland Ave,5 Corners Library,0.008995502
Oakland Ave,6 St & Grand St,0.00149925
Oakland Ave,7 St & Monroe St,0.002998501
Oakland Ave,8 St & Washington St,0.004497751
Oakland Ave,9 St HBLR - Jackson St & 8 St,0.00149925
Oakland Ave,Bloomfield St & 15 St,0.005997001
Oakland Ave,Brunswick & 6th,0.026986507
Oakland Ave,Brunswick St,0.022488756
Oakland Ave,Christ Hospital,0.034482759
Oakland Ave,Church Sq Park - 5 St & Park Ave,0.00149925
Oakland Ave,City Hall,0.013493253
Oakland Ave,City Hall - Washington St & 1 St,0.044977511
Oakland Ave,Clinton St & 7 St,0.002998501
Oakland Ave,Clinton St & Newark St,0.007496252
Oakland Ave,Columbus Dr at Exchange Pl,0.008995502
Oakland Ave,Columbus Drive,0.002998501
Oakland Ave,Dey St,0.002998501
Oakland Ave,Dixon Mills,0.00149925
Oakland Ave,Glenwood Ave,0.002998501
Oakland Ave,Grand St,0.002998501
Oakland Ave,Grand St & 14 St,0.008995502
Oakland Ave,Grove St PATH,0.026986507
Oakland Ave,Hamilton Park,0.017991004
Oakland Ave,Harborside,0.005997001
Oakland Ave,Heights Elevator,0.013493253
Oakland Ave,Hilltop,0.037481259
Oakland Ave,Hoboken Ave at Monmouth St,0.043478261
Oakland Ave,Hoboken Terminal - Hudson St & Hudson Pl,0.049475262
Oakland Ave,Hoboken Terminal - River St & Hudson Pl,0.020989505
Oakland Ave,Hudson St & 4 St,0.008995502
Oakland Ave,JC Medical Center,0.005997001
Oakland Ave,Jersey & 3rd,0.017991004
Oakland Ave,Jersey & 6th St,0.004497751
Oakland Ave,Journal Square,0.064467766
Oakland Ave,Leonard Gordon Park,0.016491754
Oakland Ave,Liberty Light Rail,0.002998501
Oakland Ave,Madison St & 1 St,0.00149925
Oakland Ave,Madison St & 10 St,0.00149925
Oakland Ave,Mama Johnson Field - 4 St & Jackson St,0.00149925
Oakland Ave,Manila & 1st,0.010494753
Oakland Ave,Marin Light Rail,0.002998501
Oakland Ave,Marshall St & 2 St,0.002998501
Oakland Ave,McGinley Square,0.002998501
Oakland Ave,Monmouth and 6th,0.00149925
Oakland Ave,Montgomery St,0.00149925
Oakland Ave,Morris Canal,0.002998501
Oakland Ave,Newark Ave,0.026986507
Oakland Ave,Newport PATH,0.011994003
Oakland Ave,Newport Pkwy,0.011994003
Oakland Ave,Oakland Ave,0.116941529
Oakland Ave,Paulus Hook,0.00149925
Oakland Ave,Pershing Field,0.050974513
Oakland Ave,Riverview Park,0.064467766
Oakland Ave,Sip Ave,0.071964018
Oakland Ave,South Waterfront Walkway - Sinatra Dr & 1 St,0.007496252
Oakland Ave,Southwest Park - Jackson St & Observer Hwy,0.007496252
Oakland Ave,Stevens - River Ter & 6 St,0.010494753
Oakland Ave,Union St,0.00149925
Oakland Ave,Van Vorst Park,0.007496252
Oakland Ave,Warren St,0.00149925
Oakland Ave,Washington St,0.008995502
Oakland Ave,Willow Ave & 12 St,0.004497751
Paulus Hook,11 St & Washington St,0.001615509
Paulus Hook,12 St & Sinatra Dr N,0.004038772
Paulus Hook,14 St Ferry - 14 St & Shipyard Ln,0.003231018
Paulus Hook,4 St & Grand St,0.001615509
Paulus Hook,5 Corners Library,0.000807754
Paulus Hook,6 St & Grand St,0.000807754
Paulus Hook,7 St & Monroe St,0.000807754
Paulus Hook,8 St & Washington St,0.000807754
Paulus Hook,9 St HBLR - Jackson St & 8 St,0.002423263
Paulus Hook,Adams St & 11 St,0.000807754
Paulus Hook,Adams St & 2 St,0.001615509
Paulus Hook,Astor Place,0.001615509
Paulus Hook,Baldwin at Montgomery,0.003231018
Paulus Hook,Bergen Ave,0.002423263
Paulus Hook,Bergen Ave & Stegman St,0.003231018
Paulus Hook,Bloomfield St & 15 St,0.008885299
Paulus Hook,Brunswick & 6th,0.00726979
Paulus Hook,Brunswick St,0.012924071
Paulus Hook,Christ Hospital,0.000807754
Paulus Hook,Church Sq Park - 5 St & Park Ave,0.000807754
Paulus Hook,City Hall,0.023424879
Paulus Hook,City Hall - Washington St & 1 St,0.00726979
Paulus Hook,Clinton St & Newark St,0.001615509
Paulus Hook,Columbus Dr at Exchange Pl,0.039579968
Paulus Hook,Columbus Drive,0.028271405
Paulus Hook,Columbus Park - Clinton St & 9 St,0.003231018
Paulus Hook,Communipaw & Berry Lane,0.008077544
Paulus Hook,Dey St,0.001615509
Paulus Hook,Dixon Mills,0.008885299
Paulus Hook,Essex Light Rail,0.02180937
Paulus Hook,Fairmount Ave,0.000807754
Paulus Hook,Grand St,0.019386107
Paulus Hook,Grand St & 14 St,0.001615509
Paulus Hook,Grant Ave & MLK Dr,0.000807754
Paulus Hook,Grove St PATH,0.029886914
Paulus Hook,Hamilton Park,0.030694669
Paulus Hook,Harborside,0.040387722
Paulus Hook,Hilltop,0.000807754
Paulus Hook,Hoboken Ave at Monmouth St,0.00726979
Paulus Hook,Hoboken Terminal - Hudson St & Hudson Pl,0.003231018
Paulus Hook,Hoboken Terminal - River St & Hudson Pl,0.004038772
Paulus Hook,Hudson St & 4 St,0.004038772
Paulus Hook,JC Medical Center,0.024232633
Paulus Hook,Jackson Square,0.003231018
Paulus Hook,Jersey & 3rd,0.005654281
Paulus Hook,Jersey & 6th St,0.012924071
Paulus Hook,Journal Square,0.000807754
Paulus Hook,Lafayette Park,0.003231018
Paulus Hook,Liberty Light Rail,0.042003231
Paulus Hook,Lincoln Park,0.000807754
Paulus Hook,Madison St & 1 St,0.001615509
Paulus Hook,Mama Johnson Field - 4 St & Jackson St,0.000807754
Paulus Hook,Manila & 1st,0.015347334
Paulus Hook,Marin Light Rail,0.095315024
Paulus Hook,Marshall St & 2 St,0.001615509
Paulus Hook,McGinley Square,0.001615509
Paulus Hook,Monmouth and 6th,0.011308562
Paulus Hook,Montgomery St,0.00726979
Paulus Hook,Morris Canal,0.069466882
Paulus Hook,Newark Ave,0.027463651
Paulus Hook,Newport PATH,0.042003231
Paulus Hook,Newport Pkwy,0.033117932
Paulus Hook,Oakland Ave,0.002423263
Paulus Hook,Paulus Hook,0.115508885
Paulus Hook,Pershing Field,0.001615509
Paulus Hook,South Waterfront Walkway - Sinatra Dr & 1 St,0.016962843
Paulus Hook,Southwest Park - Jackson St & Observer Hwy,0.001615509
Paulus Hook,Stevens - River Ter & 6 St,0.002423263
Paulus Hook,Union St,0.001615509
Paulus Hook,Van Vorst Park,0.045234249
Paulus Hook,Warren St,0.030694669
Paulus Hook,Washington St,0.033925687
Paulus Hook,Willow Ave & 12 St,0.001615509
Pershing Field,11 St & Washington St,0.001319261
Pershing Field,12 St & Sinatra Dr N,0.007915567
Pershing Field,14 St Ferry - 14 St & Shipyard Ln,0.002638522
Pershing Field,4 St & Grand St,0.03298153
Pershing Field,5 Corners Library,0.027704485
Pershing Field,6 St & Grand St,0.001319261
Pershing Field,7 St & Monroe St,0.002638522
Pershing Field,8 St & Washington St,0.005277045
Pershing Field,9 St HBLR - Jackson St & 8 St,0.001319261
Pershing Field,Adams St & 11 St,0.003957784
Pershing Field,Adams St & 2 St,0.001319261
Pershing Field,Astor Place,0.001319261
Pershing Field,Baldwin at Montgomery,0.011873351
Pershing Field,Bergen Ave,0.002638522
Pershing Field,Bloomfield St & 15 St,0.007915567
Pershing Field,Brunswick & 6th,0.007915567
Pershing Field,Brunswick St,0.023746702
Pershing Field,Christ Hospital,0.017150396
Pershing Field,Church Sq Park - 5 St & Park Ave,0.003957784
Pershing Field,City Hall,0.009234828
Pershing Field,City Hall - Washington St & 1 St,0.027704485
Pershing Field,Clinton St & 7 St,0.001319261
Pershing Field,Clinton St & Newark St,0.006596306
Pershing Field,Columbus Dr at Exchange Pl,0.01055409
Pershing Field,Columbus Drive,0.006596306
Pershing Field,Columbus Park - Clinton St & 9 St,0.007915567
Pershing Field,Dey St,0.009234828
Pershing Field,Dixon Mills,0.001319261
Pershing Field,Essex Light Rail,0.001319261
Pershing Field,Fairmount Ave,0.006596306
Pershing Field,Glenwood Ave,0.002638522
Pershing Field,Grand St,0.001319261
Pershing Field,Grand St & 14 St,0.003957784
Pershing Field,Grant Ave & MLK Dr,0.001319261
Pershing Field,Grove St PATH,0.013192612
Pershing Field,Hamilton Park,0.01055409
Pershing Field,Harborside,0.003957784
Pershing Field,Heights Elevator,0.019788918
Pershing Field,Hilltop,0.026385224
Pershing Field,Hoboken Ave at Monmouth St,0.002638522
Pershing Field,Hoboken Terminal - Hudson St & Hudson Pl,0.067282322
Pershing Field,Hoboken Terminal - River St & Hudson Pl,0.030343008
Pershing Field,Hudson St & 4 St,0.005277045
Pershing Field,JC Medical Center,0.011873351
Pershing Field,Jackson Square,0.001319261
Pershing Field,Jersey & 3rd,0.006596306
Pershing Field,Journal Square,0.064643799
Pershing Field,Lafayette Park,0.006596306
Pershing Field,Leonard Gordon Park,0.056728232
Pershing Field,Liberty Light Rail,0.007915567
Pershing Field,Lincoln Park,0.006596306
Pershing Field,MacDougal St & Washington Sq,0.001319261
Pershing Field,Madison St & 1 St,0.005277045
Pershing Field,Madison St & 10 St,0.001319261
Pershing Field,Mama Johnson Field - 4 St & Jackson St,0.001319261
Pershing Field,Marshall St & 2 St,0.007915567
Pershing Field,McGinley Square,0.011873351
Pershing Field,Monmouth and 6th,0.006596306
Pershing Field,Montgomery St,0.003957784
Pershing Field,Morris Canal,0.005277045
Pershing Field,Newark Ave,0.021108179
Pershing Field,Newport PATH,0.005277045
Pershing Field,Newport Pkwy,0.019788918
Pershing Field,Oakland Ave,0.059366755
Pershing Field,Pershing Field,0.112137203
Pershing Field,Riverview Park,0.017150396
Pershing Field,Sip Ave,0.039577836
Pershing Field,South Waterfront Walkway - Sinatra Dr & 1 St,0.017150396
Pershing Field,Southwest Park - Jackson St & Observer Hwy,0.01055409
Pershing Field,Stevens - River Ter & 6 St,0.01055409
Pershing Field,Van Vorst Park,0.011873351
Pershing Field,Warren St,0.006596306
Pershing Field,Washington St,0.018469657
Pershing Field,Willow Ave & 12 St,0.001319261
Riverview Park,11 St & Washington St,0.011749347
Riverview Park,12 St & Sinatra Dr N,0.01305483
Riverview Park,14 St Ferry - 14 St & Shipyard Ln,0.01305483
Riverview Park,4 St & Grand St,0.005221932
Riverview Park,5 Corners Library,0.001305483
Riverview Park,6 Ave & W 33 St,0.001305483
Riverview Park,6 St & Grand St,0.003916449
Riverview Park,7 St & Monroe St,0.001305483
Riverview Park,8 St & Washington St,0.009138381
Riverview Park,9 St HBLR - Jackson St & 8 St,0.009138381
Riverview Park,Adams St & 11 St,0.005221932
Riverview Park,Adams St & 2 St,0.007832898
Riverview Park,Astor Place,0.002610966
Riverview Park,Baldwin at Montgomery,0.007832898
Riverview Park,Bergen Ave & Stegman St,0.001305483
Riverview Park,Bloomfield St & 15 St,0.018276762
Riverview Park,Brunswick & 6th,0.022193211
Riverview Park,Brunswick St,0.009138381
Riverview Park,Christ Hospital,0.014360313
Riverview Park,Church Sq Park - 5 St & Park Ave,0.001305483
Riverview Park,City Hall,0.005221932
Riverview Park,City Hall - Washington St & 1 St,0.060052219
Riverview Park,Clinton St & 7 St,0.009138381
Riverview Park,Clinton St & Newark St,0.009138381
Riverview Park,Columbus Dr at Exchange Pl,0.007832898
Riverview Park,Columbus Drive,0.007832898
Riverview Park,Columbus Park - Clinton St & 9 St,0.010443864
Riverview Park,Dey St,0.002610966
Riverview Park,Dixon Mills,0.003916449
Riverview Park,Fairmount Ave,0.003916449
Riverview Park,Glenwood Ave,0.001305483
Riverview Park,Grand St,0.014360313
Riverview Park,Grand St & 14 St,0.044386423
Riverview Park,Grove St PATH,0.003916449
Riverview Park,Hamilton Park,0.019582245
Riverview Park,Harborside,0.006527415
Riverview Park,Heights Elevator,0.039164491
Riverview Park,Hilltop,0.014360313
Riverview Park,Hoboken Ave at Monmouth St,0.020887728
Riverview Park,Hoboken Terminal - Hudson St & Hudson Pl,0.084856397
Riverview Park,Hoboken Terminal - River St & Hudson Pl,0.067885117
Riverview Park,Hudson St & 4 St,0.018276762
Riverview Park,JC Medical Center,0.002610966
Riverview Park,Jersey & 3rd,0.010443864
Riverview Park,Jersey & 6th St,0.002610966
Riverview Park,John St & William St,0.001305483
Riverview Park,Journal Square,0.002610966
Riverview Park,Lafayette St & E 8 St,0.001305483
Riverview Park,Leonard Gordon Park,0.005221932
Riverview Park,Liberty Light Rail,0.001305483
Riverview Park,Lincoln Park,0.003916449
Riverview Park,Madison St & 1 St,0.016971279
Riverview Park,Madison St & 10 St,0.003916449
Riverview Park,Maiden Ln & Pearl St,0.001305483
Riverview Park,Mama Johnson Field - 4 St & Jackson St,0.003916449
Riverview Park,Manila & 1st,0.010443864
Riverview Park,Marin Light Rail,0.001305483
Riverview Park,Marshall St & 2 St,0.002610966
Riverview Park,McGinley Square,0.002610966
Riverview Park,Montgomery St,0.001305483
Riverview Park,Morris Canal,0.002610966
Riverview Park,Newark Ave,0.028720627
